ID,Type,SKU,Name,Published,Featured,Visibility in catalog,Short description,Description,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Meta: _wcj_product_price_by_user_role_enabled
,variation,MS-PANNELLO-INTEGRATIVO-MOD-5-33X17-CM,"Pannello Integrativo mod. 3/c ""Validità""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,8.09,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-5,,,,,,0,Taglia,33×17 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-5-50X25-CM,"Pannello Integrativo mod. 3/c ""Validità""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,12.32,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-5,,,,,,0,Taglia,50×25 cm,1,1,
,variable,MS-PANNELLO-INTEGRATIVO-MOD-6,"Pannello Integrativo mod. 3/d ""Validità""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,33×17 cm|50×25 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-6-33X17-CM,"Pannello Integrativo mod. 3/d ""Validità""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,8.09,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-6,,,,,,0,Taglia,33×17 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-6-50X25-CM,"Pannello Integrativo mod. 3/d ""Validità""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,12.56,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-6,,,,,,0,Taglia,50×25 cm,1,1,
,variable,MS-PANNELLO-INTEGRATIVO-MOD-7,"Pannello Integrativo mod. 4/a ""Limitazione od Eccezione""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,33×17 cm|50×25 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-7-33X17-CM,"Pannello Integrativo mod. 4/a ""Limitazione od Eccezione""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,8.09,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-7,,,,,,0,Taglia,33×17 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-7-50X25-CM,"Pannello Integrativo mod. 4/a ""Limitazione od Eccezione""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,12.56,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-7,,,,,,0,Taglia,50×25 cm,1,1,
,variable,MS-PANNELLO-INTEGRATIVO-MOD-8,"Pannello Integrativo mod. 4/b ""Limitazione od Eccezione""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,33×17 cm|50×25 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-8-33X17-CM,"Pannello Integrativo mod. 4/b ""Limitazione od Eccezione""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,8.09,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-8,,,,,,0,Taglia,33×17 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-8-50X25-CM,"Pannello Integrativo mod. 4/b ""Limitazione od Eccezione""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,12.56,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-8,,,,,,0,Taglia,50×25 cm,1,1,
,variable,MS-PANNELLO-INTEGRATIVO-MOD-9,"Pannello Integrativo mod. 5/a1/a3 ""Inizio/Fine""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,10×25 cm|15×35 cm|25×50 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-9-10X25-CM,"Pannello Integrativo mod. 5/a1/a3 ""Inizio/Fine""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,7.93,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-9,,,,,,0,Taglia,10×25 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-9-15X35-CM,"Pannello Integrativo mod. 5/a1/a3 ""Inizio/Fine""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,7.49,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-9,,,,,,0,Taglia,15×35 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-9-25X50-CM,"Pannello Integrativo mod. 5/a1/a3 ""Inizio/Fine""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,12.88,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-9,,,,,,0,Taglia,25×50 cm,1,1,
,variable,MS-PANNELLO-INTEGRATIVO-MOD-10,"Pannello Integrativo mod. 5/a2 ""Continua""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,10×25 cm|15×35 cm|25×50 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-10-10X25-CM,"Pannello Integrativo mod. 5/a2 ""Continua""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,7.93,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-10,,,,,,0,Taglia,10×25 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-10-15X35-CM,"Pannello Integrativo mod. 5/a2 ""Continua""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,7.49,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-10,,,,,,0,Taglia,15×35 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-10-25X50-CM,"Pannello Integrativo mod. 5/a2 ""Continua""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,12.88,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-10,,,,,,0,Taglia,25×50 cm,1,1,
,variable,MS-PANNELLO-INTEGRATIVO-MOD-11,"Pannello Integrativo mod. 5/a3 ""Fine""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,15×35 cm|25×50 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-11-15X35-CM,"Pannello Integrativo mod. 5/a3 ""Fine""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,7.49,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-11,,,,,,0,Taglia,15×35 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-11-25X50-CM,"Pannello Integrativo mod. 5/a3 ""Fine""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,12.69,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-11,,,,,,0,Taglia,25×50 cm,1,1,
,variable,MS-PANNELLO-INTEGRATIVO-MOD-12,"Pannello Integrativo mod. 5/b1 ""Inizio""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,10×25 cm|15×35 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-12-10X25-CM,"Pannello Integrativo mod. 5/b1 ""Inizio""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,7.78,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-12,,,,,,0,Taglia,10×25 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-12-15X35-CM,"Pannello Integrativo mod. 5/b1 ""Inizio""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,7.49,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-12,,,,,,0,Taglia,15×35 cm,1,1,
,variable,MS-PANNELLO-INTEGRATIVO-MOD-13,"Pannello Integrativo mod. 5/b2 ""Continua""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,10×25 cm|15×35 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-13-10X25-CM,"Pannello Integrativo mod. 5/b2 ""Continua""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,7.87,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-13,,,,,,0,Taglia,10×25 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-13-15X35-CM,"Pannello Integrativo mod. 5/b2 ""Continua""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,7.49,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-13,,,,,,0,Taglia,15×35 cm,1,1,
,variable,MS-PANNELLO-INTEGRATIVO-MOD-14,"Pannello Integrativo mod. 5/b3 ""Fine""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,10×25 cm|15×35 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-14-10X25-CM,"Pannello Integrativo mod. 5/b3 ""Fine""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,7.78,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-14,,,,,,0,Taglia,10×25 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-14-15X35-CM,"Pannello Integrativo mod. 5/b3 ""Fine""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,7.49,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-14,,,,,,0,Taglia,15×35 cm,1,1,
,variable,MS-PANNELLO-INTEGRATIVO-MOD-15,"Pannello Integrativo mod. 6/a ""Segnaletica Orizzontale in Rifacimento""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,53×53 cm|80×80 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-15-53X53-CM,"Pannello Integrativo mod. 6/a ""Segnaletica Orizzontale in Rifacimento""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,23.35,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-15,,,,,,0,Taglia,53×53 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-15-80X80-CM,"Pannello Integrativo mod. 6/a ""Segnaletica Orizzontale in Rifacimento""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,52.53,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-15,,,,,,0,Taglia,80×80 cm,1,1,
,variable,MS-PANNELLO-INTEGRATIVO-MOD-16,"Pannello Integrativo mod. 6/f ""Coda""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,53×53 cm|80×80 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-16-53X53-CM,"Pannello Integrativo mod. 6/f ""Coda""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,23.35,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-16,,,,,,0,Taglia,53×53 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-16-80X80-CM,"Pannello Integrativo mod. 6/f ""Coda""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,51.52,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-16,,,,,,0,Taglia,80×80 cm,1,1,
,variable,MS-PANNELLO-INTEGRATIVO-MOD-17,"Pannello Integrativo mod. 6/g ""Mezzi di Lavoro in Azione""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,53×18 cm|80×27 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-17-53X18-CM,"Pannello Integrativo mod. 6/g ""Mezzi di Lavoro in Azione""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,11.99,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-17,,,,,,0,Taglia,53×18 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-17-80X27-CM,"Pannello Integrativo mod. 6/g ""Mezzi di Lavoro in Azione""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,9.96,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-17,,,,,,0,Taglia,80×27 cm,1,1,
,variable,MS-PANNELLO-INTEGRATIVO-MOD-18,"Pannello Integrativo mod. 6/i ""Strada Sdrucciolevole per Pioggia""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,53×18 cm|80×27 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-18-53X18-CM,"Pannello Integrativo mod. 6/i ""Strada Sdrucciolevole per Pioggia""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,13.01,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-18,,,,,,0,Taglia,53×18 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-18-80X27-CM,"Pannello Integrativo mod. 6/i ""Strada Sdrucciolevole per Pioggia""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,25.5,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-18,,,,,,0,Taglia,80×27 cm,1,1,
,variable,MS-PANNELLO-INTEGRATIVO-MOD-19,"Pannello Integrativo mod. 6/m ""Zona Rimozione Coatta"" — solo 50×25 cm",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,https://epanza.com/2951-large_default/pannello-integrativo-in-lamiera-50x25-mod-6-m-quot-zona-rimozione-coatta-quot.jpg,,,,,,,,,0,Taglia,50×25 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-19-50X25-CM,"Pannello Integrativo mod. 6/m ""Zona Rimozione Coatta"" — solo 50×25 cm",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,12.56,Segnaletica Verticale,,,https://epanza.com/2951-large_default/pannello-integrativo-in-lamiera-50x25-mod-6-m-quot-zona-rimozione-coatta-quot.jpg,,,MS-PANNELLO-INTEGRATIVO-MOD-19,,,,,,0,Taglia,50×25 cm,1,1,
,variable,MS-PANNELLO-INTEGRATIVO-MOD-20,"Pannello Integrativo mod. 6/n ""Segnale di Corsia""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,33×17 cm|50×25 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-20-33X17-CM,"Pannello Integrativo mod. 6/n ""Segnale di Corsia""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,8.09,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-20,,,,,,0,Taglia,33×17 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-20-50X25-CM,"Pannello Integrativo mod. 6/n ""Segnale di Corsia""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,12.32,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-20,,,,,,0,Taglia,50×25 cm,1,1,
,variable,MS-PANNELLO-INTEGRATIVO-MOD-21,"Pannello Integrativo mod. 6/p1/1 ""Tornante""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,53×18 cm|80×27 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-21-53X18-CM,"Pannello Integrativo mod. 6/p1/1 ""Tornante""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,11.76,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-21,,,,,,0,Taglia,53×18 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-21-80X27-CM,"Pannello Integrativo mod. 6/p1/1 ""Tornante""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,25.01,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-21,,,,,,0,Taglia,80×27 cm,1,1,
,variable,MS-PANNELLO-INTEGRATIVO-MOD-22,"Pannello Integrativo mod. 6/p1/2 ""Tornanti""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,53×18 cm|80×27 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-22-53X18-CM,"Pannello Integrativo mod. 6/p1/2 ""Tornanti""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,11.76,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-22,,,,,,0,Taglia,53×18 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-22-80X27-CM,"Pannello Integrativo mod. 6/p1/2 ""Tornanti""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,25.01,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-22,,,,,,0,Taglia,80×27 cm,1,1,
,variable,MS-PANNELLO-INTEGRATIVO-MOD-23,"Pannello Integrativo mod. 6/q1 ""Pulizia Meccanica della Strada""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,33×17 cm|50×25 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-23-33X17-CM,"Pannello Integrativo mod. 6/q1 ""Pulizia Meccanica della Strada""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,8.09,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-23,,,,,,0,Taglia,33×17 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-23-50X25-CM,"Pannello Integrativo mod. 6/q1 ""Pulizia Meccanica della Strada""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,12.56,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-23,,,,,,0,Taglia,50×25 cm,1,1,
,variable,MS-PANNELLO-INTEGRATIVO-MOD-24,"Pannello Integrativo mod. 8/a ""Divieto di Sosta Temporaneo""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,40×60 cm|60×90 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-24-40X60-CM,"Pannello Integrativo mod. 8/a ""Divieto di Sosta Temporaneo""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,18.65,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-24,,,,,,0,Taglia,40×60 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-24-60X90-CM,"Pannello Integrativo mod. 8/a ""Divieto di Sosta Temporaneo""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,40.94,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-24,,,,,,0,Taglia,60×90 cm,1,1,
,variable,MS-PANNELLO-INTEGRATIVO-MOD-25,"Pannello Integrativo mod. 8/b ""Itinerario Obbligatorio Merci Pericolose"" — solo 40×60 cm",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,https://epanza.com/4879-large_default/pannello-integrativo-in-lamiera-classe-1-40x60-mod-8-b-quot-itinerario-obbligatorio-merci-pericolose-quot.jpg,,,,,,,,,0,Taglia,40×60 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-25-40X60-CM,"Pannello Integrativo mod. 8/b ""Itinerario Obbligatorio Merci Pericolose"" — solo 40×60 cm",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,18.65,Segnaletica Verticale,,,https://epanza.com/4879-large_default/pannello-integrativo-in-lamiera-classe-1-40x60-mod-8-b-quot-itinerario-obbligatorio-merci-pericolose-quot.jpg,,,MS-PANNELLO-INTEGRATIVO-MOD-25,,,,,,0,Taglia,40×60 cm,1,1,
,variable,MS-PANNELLO-INTEGRATIVO-MOD-26,"Pannello Integrativo mod. 8/c ""Preavviso Deviazione Obbligatoria Autocarri""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,40×60 cm|60×90 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-26-40X60-CM,"Pannello Integrativo mod. 8/c ""Preavviso Deviazione Obbligatoria Autocarri""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,18.65,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-26,,,,,,0,Taglia,40×60 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-26-60X90-CM,"Pannello Integrativo mod. 8/c ""Preavviso Deviazione Obbligatoria Autocarri""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,40.94,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-26,,,,,,0,Taglia,60×90 cm,1,1,
,variable,MS-PANNELLO-INTEGRATIVO-MOD-27,"Pannello Integrativo mod. 8/d ""Divieto di Transito Autocarri"" — solo 40×60 cm",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,https://epanza.com/4891-large_default/pannello-integrativo-in-lamiera-classe-1-40x60-mod-8-d-quot-divieto-di-transito-autocarri-quot.jpg,,,,,,,,,0,Taglia,40×60 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-27-40X60-CM,"Pannello Integrativo mod. 8/d ""Divieto di Transito Autocarri"" — solo 40×60 cm",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,18.65,Segnaletica Verticale,,,https://epanza.com/4891-large_default/pannello-integrativo-in-lamiera-classe-1-40x60-mod-8-d-quot-divieto-di-transito-autocarri-quot.jpg,,,MS-PANNELLO-INTEGRATIVO-MOD-27,,,,,,0,Taglia,40×60 cm,1,1,
,variable,MS-PANNELLO-INTEGRATIVO-FIG,"Pannello Integrativo Fig. 79/a ""Sosta Consentita a Particolari Categorie""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,40×60 cm|60×90 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-FIG-40X60-CM,"Pannello Integrativo Fig. 79/a ""Sosta Consentita a Particolari Categorie""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,18.65,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-FIG,,,,,,0,Taglia,40×60 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-FIG-60X90-CM,"Pannello Integrativo Fig. 79/a ""Sosta Consentita a Particolari Categorie""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,40.94,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-FIG,,,,,,0,Taglia,60×90 cm,1,1,
,variable,MS-PANNELLO-INTEGRATIVO-FIG-2,"Pannello Integrativo Fig. 79/b ""Sosta Consentita Particolari Categorie"" — solo 40×60 cm",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,https://epanza.com/4903-large_default/pannello-integrativo-in-lamiera-classe-1-40x60-fig-79-b-quot-sosta-consentita-a-particolari-categorie-quot.jpg,,,,,,,,,0,Taglia,40×60 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-FIG-2-40X60-CM,"Pannello Integrativo Fig. 79/b ""Sosta Consentita Particolari Categorie"" — solo 40×60 cm",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,18.65,Segnaletica Verticale,,,https://epanza.com/4903-large_default/pannello-integrativo-in-lamiera-classe-1-40x60-fig-79-b-quot-sosta-consentita-a-particolari-categorie-quot.jpg,,,MS-PANNELLO-INTEGRATIVO-FIG-2,,,,,,0,Taglia,40×60 cm,1,1,
,variable,MS-PANNELLO-INTEGRATIVO-FIG-3,"Pannello Integrativo Fig. 79/c ""Sosta Consentita Particolari Categorie""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,40×60 cm|60×90 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-FIG-3-40X60-CM,"Pannello Integrativo Fig. 79/c ""Sosta Consentita Particolari Categorie""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,18.65,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-FIG-3,,,,,,0,Taglia,40×60 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-FIG-3-60X90-CM,"Pannello Integrativo Fig. 79/c ""Sosta Consentita Particolari Categorie""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,40.94,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-FIG-3,,,,,,0,Taglia,60×90 cm,1,1,
,variable,MS-PANNELLO-INTEGRATIVO-FIG-4,"Pannello Integrativo Fig. 350 ""Preavviso Deviazione Consigliata Autocarri""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,40×60 cm|60×90 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-FIG-4-40X60-CM,"Pannello Integrativo Fig. 350 ""Preavviso Deviazione Consigliata Autocarri""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,18.29,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-FIG-4,,,,,,0,Taglia,40×60 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-FIG-4-60X90-CM,"Pannello Integrativo Fig. 350 ""Preavviso Deviazione Consigliata Autocarri""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,40.94,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-FIG-4,,,,,,0,Taglia,60×90 cm,1,1,
,variable,MS-PANNELLO-INTEGRATIVO-FIG-5,"Pannello Integrativo Fig. 351 ""Direzione Autocarri Consigliata"" — solo 40×60 cm",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,https://epanza.com/4915-large_default/pannello-integrativo-in-lamiera-classe-1-40x60-fig-351-quot-direzione-autocarri-consigliata-quot.jpg,,,,,,,,,0,Taglia,40×60 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-FIG-5-40X60-CM,"Pannello Integrativo Fig. 351 ""Direzione Autocarri Consigliata"" — solo 40×60 cm",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,18.29,Segnaletica Verticale,,,https://epanza.com/4915-large_default/pannello-integrativo-in-lamiera-classe-1-40x60-fig-351-quot-direzione-autocarri-consigliata-quot.jpg,,,MS-PANNELLO-INTEGRATIVO-FIG-5,,,,,,0,Taglia,40×60 cm,1,1,
